2016-03-13 20:55:35.398626,0,0,0.0,0.0,76.1
2016-03-14 01:30:01.039150,5,13.75,0.9,0.0,75.9
2016-03-14 01:35:00.631294,104,286.0,1.3,0.0,75.4
2016-03-14 01:40:38.631560,191,525.25,0.0,0.0,74.9
2016-03-14 01:45:00.492446,333,915.75,1.4,0.0,74.7
2016-03-14 02:40:01.070526,386,1061.5,1.0,0.0,74.4
2016-03-14 02:45:00.184037,525,1443.75,1.1,0.0,74.1
2016-03-14 02:50:00.789326,653,1795.75,0.9,0.0,76.4
2016-03-14 02:55:01.732926,775,2131.25,0.8,0.0,77.7
2016-03-14 03:00:00.442688,898,2469.5,1.1,0.0,76.2
2016-03-14 03:05:11.411611,1042,2865.5,0.0,0.0,75.5
2016-03-14 03:10:04.921075,1124,3091.0,0.0,0.0,75.0
2016-03-14 03:15:00.214863,1210,3327.5,1.1,0.1,74.7
2016-03-14 03:20:00.893376,1419,3902.25,1.5,0.1,74.5
2016-03-14 03:25:00.731163,1669,4589.75,1.6,0.1,74.3
2016-03-14 03:30:02.625259,1860,5115.0,0.4,0.1,74.1
2016-03-14 03:35:00.983834,2092,5753.0,1.6,0.1,77.0
2016-03-14 03:40:00.200722,2304,6336.0,1.4,0.1,78.1
2016-03-14 03:45:01.075667,2516,6919.0,1.6,0.1,75.9
2016-03-14 03:50:02.217931,2744,7546.0,0.4,0.2,75.4
2016-03-14 03:55:00.569701,2988,8217.0,1.6,0.2,75.0
2016-03-14 04:00:01.666860,3220,8855.0,1.0,0.2,74.7
2016-03-14 04:05:00.666901,3466,9531.5,1.4,0.2,74.5
2016-03-14 04:15:00.070769,3696,10164.0,1.4,0.2,75.6
2016-03-14 04:20:01.135288,3928,10802.0,1.5,0.2,77.2
2016-03-14 04:25:02.779997,4167,11459.25,0.6,0.2,77.4
2016-03-14 04:30:00.144137,4360,11990.0,0.7,0.3,75.9
2016-03-14 04:35:01.068872,4526,12446.5,1.4,0.3,75.6
2016-03-14 04:40:00.848277,4708,12947.0,1.4,0.3,75.3
2016-03-14 04:45:01.030738,4932,13563.0,1.2,0.3,74.9
2016-03-14 05:40:06.740443,0,0,0.0,0.0,75.2
